region;value;age
CoruaA;439;98
Cuenca;78;98
Gipuzkoa;243;98
Girona;222;98
Granada;209;98
Guadalajara;99;98
Huelva;89;98
Huesca;116;98
Jaen;147;98
Leon;275;98
Lleida;153;98
Lugo;208;98
Madrid;2051;98
Malaga;316;98
Murcia;213;98
Navarra;241;98
Ourense;216;98
Palencia;84;98
PalmasLas;181;98
Pontevedra;349;98
Rioja La;132;98
Salamanca;240;98
Santa Cruz de Tenerife;242;98
Segovia;82;98
Sevilla;295;98
Soria;70;98
Tarragona;276;98
Teruel;84;98
Toledo;257;98
Valencia/Valencia;593;98
Valladolid;200;98
Zamora;113;98
Zaragoza;390;98
Ceuta;12;98
Melilla;18;98
Albacete;63;99
Alicante/Alacant;270;99
Almeria;69;99
Araba/Alava;76;99
Asturias;277;99
Avila;55;99
Badajoz;96;99
Balears Illes;174;99
Barcelona;1098;99
Bizkaia;232;99
Burgos;121;99
Caceres;92;99
Cadiz;95;99
Cantabria;151;99
Castellon/Castello;88;99
CiudadReal;89;99
Cordoba;129;99
CoruaA;303;99
Cuenca;51;99
Gipuzkoa;145;99
Girona;144;99
Granada;126;99
Guadalajara;59;99
Huelva;73;99
Huesca;83;99
Jaen;91;99
Leon;170;99
Lleida;120;99
Lugo;155;99
Madrid;1419;99
Malaga;228;99
Murcia;140;99
Navarra;158;99
Ourense;140;99
Palencia;56;99
PalmasLas;141;99
Pontevedra;244;99
Rioja La;92;99
Salamanca;142;99
Santa Cruz de Tenerife;179;99
Segovia;52;99
Sevilla;222;99
Soria;50;99
Tarragona;181;99
Teruel;62;99
Toledo;144;99
Valencia/Valencia;411;99
Valladolid;124;99
Zamora;77;99
Zaragoza;244;99
Ceuta;12;99
Melilla;11;99
Albacete;96;100
Alicante/Alacant;343;100
Almeria;97;100
Araba/Alava;102;100
Asturias;356;100
Avila;84;100
Badajoz;146;100
Balears Illes;190;100
Barcelona;1364;100
Bizkaia;296;100
Burgos;154;100
Caceres;128;100
Cadiz;144;100
Cantabria;210;100
Castellon/Castello;132;100
CiudadReal;130;100
Cordoba;162;100
CoruaA;366;100
Cuenca;65;100
Gipuzkoa;175;100
Girona;218;100
Granada;187;100
Guadalajara;64;100
Huelva;95;100
Huesca;118;100
Jaen;91;100
Leon;258;100
Lleida;131;100
Lugo;223;100
Madrid;1848;100
Malaga;314;100
Murcia;178;100
Navarra;191;100
Ourense;230;100
Palencia;77;100
PalmasLas;211;100
Pontevedra;350;100
Rioja La;108;100
Salamanca;202;100
Santa Cruz de Tenerife;245;100
Segovia;79;100
Sevilla;325;100
Soria;86;100
Tarragona;212;100
Teruel;85;100
Toledo;207;100
Valencia/Valencia;554;100
Valladolid;162;100
Zamora;111;100
Zaragoza;314;100
Ceuta;14;100
Melilla;18;100
